Indicator,Country,Time,Value
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Turkey,2012,0.71
"Elderly literacy rate, population 65+ years, female (%)",Italy,2001,94.17
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Ecuador,2001,0.90
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Ecuador,2007,0.81
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Ecuador,2009,0.85
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Ecuador,2010,0.87
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Ecuador,2011,0.87
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Ecuador,2012,0.90
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Ecuador,2013,0.87
"Elderly literacy rate, population 65+ years, both sexes (%)",Kenya,2000,36.85
"Elderly literacy rate, population 65+ years, both sexes (%)",Kenya,2007,43.81
"Elderly literacy rate, population 65+ years, both sexes (%)",Thailand,2000,68.46
"Elderly literacy rate, population 65+ years, both sexes (%)",Thailand,2005,72.72
"Elderly literacy rate, population 65+ years, both sexes (%)",Kyrgyzstan,1999,90.15
"Elderly literacy rate, population 65+ years, both sexes (%)",Kyrgyzstan,2009,92.47
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Cambodia,2004,0.22
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Cambodia,2008,0.41
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Cambodia,2009,0.26
"Elderly literacy rate, population 65+ years, female (%)",Iran (Islamic Republic of),2005,14.31
"Elderly literacy rate, population 65+ years, female (%)",Iran (Islamic Republic of),2006,16.13
"Elderly literacy rate, population 65+ years, female (%)",Iran (Islamic Republic of),2008,16.70
"Elderly literacy rate, population 65+ years, female (%)",Iran (Islamic Republic of),2012,20.17
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Spain,2005,0.94
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Spain,2007,0.95
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Spain,2008,0.94
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Spain,2009,0.95
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Spain,2010,0.94
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Spain,2011,0.95
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Spain,2012,0.95
"Elderly literacy rate, population 65+ years, female (%)",Uganda,2002,15.67
"Elderly literacy rate, population 65+ years, female (%)",Uganda,2006,15.76
"Elderly literacy rate, population 65+ years, female (%)",Uganda,2010,16.08
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Pakistan,2005,0.26
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Pakistan,2006,0.28
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Pakistan,2008,0.26
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Pakistan,2009,0.26
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Pakistan,2010,0.26
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Pakistan,2011,0.29
"Elderly literacy rate, population 65+ years, both sexes (%)",Oman,2003,16.31
"Elderly literacy rate, population 65+ years, both sexes (%)",Oman,2008,14.87
"Elderly literacy rate, population 65+ years, both sexes (%)",Oman,2010,23.29
"Elderly literacy rate, population 65+ years, both sexes (%)",Lesotho,2000,69.05
"Elderly literacy rate, population 65+ years, both sexes (%)",Lesotho,2009,55.39
"Elderly literacy rate, population 65+ years, female (%)",Ghana,2000,20.61
"Elderly literacy rate, population 65+ years, female (%)",Ghana,2010,23.42
"Elderly literacy rate, population 65+ years, male (%)",Zambia,1999,56.83
"Elderly literacy rate, population 65+ years, female (%)",Oman,2003,6.72
"Elderly literacy rate, population 65+ years, female (%)",Oman,2008,5.42
"Elderly literacy rate, population 65+ years, female (%)",Oman,2010,10.44
"Elderly literacy rate, population 65+ years, male (%)",Tajikistan,2000,97.57
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Eritrea,2002,0.09
"Elderly literacy rate, population 65+ years, female (%)",Albania,2001,89.70
"Elderly literacy rate, population 65+ years, female (%)",Albania,2008,72.20
"Elderly literacy rate, population 65+ years, female (%)",Albania,2011,79.33
"Elderly literacy rate, population 65+ years, male (%)",Azerbaijan,1999,95.61
"Elderly literacy rate, population 65+ years, male (%)",Azerbaijan,2007,97.75
"Elderly literacy rate, population 65+ years, male (%)",Azerbaijan,2009,98.84
"Elderly literacy rate, population 65+ years, male (%)",Azerbaijan,2010,98.73
"Elderly literacy rate, population 65+ years, male (%)",Azerbaijan,2011,98.56
"Elderly literacy rate, population 65+ years, male (%)",Azerbaijan,2012,98.49
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Lithuania,2001,1.00
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Lithuania,2011,1.00
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Brunei Darussalam,2001,0.35
"Elderly literacy rate, population 65+ years, male (%)",Malta,2005,83.07
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Namibia,2001,0.73
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Namibia,2007,0.87
"Elderly literacy rate, population 65+ years, male (%)",Tonga,2006,98.44
"Elderly literacy rate, population 65+ years, male (%)",Saudi Arabia,2000,31.85
"Elderly literacy rate, population 65+ years, male (%)",Saudi Arabia,2004,39.21
"Elderly literacy rate, population 65+ years, male (%)",Saudi Arabia,2013,64.96
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Paraguay,2007,0.88
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Paraguay,2008,0.97
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Paraguay,2009,0.91
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Paraguay,2010,0.91
"Elderly literacy rate, population 65+ years, both sexes (%)",Romania,2002,91.91
"Elderly literacy rate, population 65+ years, both sexes (%)",Romania,2011,96.79
"Elderly literacy rate, population 65+ years, female (%)",Dominican Republic,2002,60.83
"Elderly literacy rate, population 65+ years, female (%)",Dominican Republic,2007,65.16
"Elderly literacy rate, population 65+ years, female (%)",Dominican Republic,2010,67.37
"Elderly literacy rate, population 65+ years, female (%)",Dominican Republic,2011,69.60
"Elderly literacy rate, population 65+ years, female (%)",Dominican Republic,2012,71.58
"Elderly literacy rate, population 65+ years, female (%)",Dominican Republic,2013,74.79
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Latvia,2000,1.00
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Latvia,2011,1.00
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",United Republic of Tanzania,2002,0.32
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",United Republic of Tanzania,2010,0.44
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Central African Republic,2000,0.16
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Central African Republic,2010,0.31
"Elderly literacy rate, population 65+ years, both sexes (%)",Uganda,2002,29.92
"Elderly literacy rate, population 65+ years, both sexes (%)",Uganda,2006,33.32
"Elderly literacy rate, population 65+ years, both sexes (%)",Uganda,2010,34.46
"Elderly literacy rate, population 65+ years, both sexes (%)",Venezuela (Bolivarian Republic of),2007,76.69
"Elderly literacy rate, population 65+ years, both sexes (%)",Venezuela (Bolivarian Republic of),2009,78.13
"Elderly literacy rate, population 65+ years, both sexes (%)",Kazakhstan,1999,96.53
"Elderly literacy rate, population 65+ years, both sexes (%)",Kazakhstan,2009,98.70
"Elderly literacy rate, population 65+ years, male (%)",Myanmar,2000,88.39
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Comoros,2000,0.46
"Elderly literacy rate, population 65+ years, female (%)",Mali,2006,3.83
"Elderly literacy rate, population 65+ years, female (%)",Mali,2010,1.56
"Elderly literacy rate, population 65+ years, female (%)",Mali,2011,5.94
"Elderly literacy rate, population 65+ years, male (%)",Sudan,2000,38.90
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Costa Rica,2000,1.01
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Costa Rica,2011,1.00
"Elderly literacy rate, population 65+ years, female (%)",Viet Nam,2000,51.05
"Elderly literacy rate, population 65+ years, female (%)",Viet Nam,2009,67.43
"Elderly literacy rate, population 65+ years, male (%)",Republic of Moldova,2000,88.27
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Bhutan,2005,0.18
"Elderly literacy rate, population 65+ years, female (%)",Sri Lanka,2001,68.79
"Elderly literacy rate, population 65+ years, female (%)",Sri Lanka,2006,65.23
"Elderly literacy rate, population 65+ years, female (%)",Sri Lanka,2008,66.63
"Elderly literacy rate, population 65+ years, female (%)",Sri Lanka,2010,69.79
"Elderly literacy rate, population 65+ years, both sexes (%)",Maldives,2000,90.02
"Elderly literacy rate, population 65+ years, both sexes (%)",Maldives,2006,92.04
"Elderly literacy rate, population 65+ years, both sexes (%)",Tonga,2006,98.03
"Elderly literacy rate, population 65+ years, both sexes (%)",Iran (Islamic Republic of),2005,26.68
"Elderly literacy rate, population 65+ years, both sexes (%)",Iran (Islamic Republic of),2006,27.82
"Elderly literacy rate, population 65+ years, both sexes (%)",Iran (Islamic Republic of),2008,28.92
"Elderly literacy rate, population 65+ years, both sexes (%)",Iran (Islamic Republic of),2012,32.39
"Elderly literacy rate, population 65+ years, female (%)",Iraq,2000,6.75
"Elderly literacy rate, population 65+ years, both sexes (%)",Nepal,2001,15.97
"Elderly literacy rate, population 65+ years, both sexes (%)",Nepal,2011,17.13
"Elderly literacy rate, population 65+ years, female (%)","China, Macao Special Administrative Region",2001,39.49
"Elderly literacy rate, population 65+ years, female (%)","China, Macao Special Administrative Region",2006,44.32
"Elderly literacy rate, population 65+ years, female (%)","China, Macao Special Administrative Region",2011,59.73
"Elderly literacy rate, population 65+ years, female (%)",Ukraine,2001,96.68
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Malawi,2010,0.19
"Elderly literacy rate, population 65+ years, male (%)",Argentina,2001,94.29
"Elderly literacy rate, population 65+ years, male (%)",Equatorial Guinea,2000,72.81
"Elderly literacy rate, population 65+ years, both sexes (%)",Mauritius,2000,52.45
"Elderly literacy rate, population 65+ years, both sexes (%)",Mauritius,2011,64.55
"Elderly literacy rate, population 65+ years, male (%)",Afghanistan,2011,20.67
"Elderly literacy rate, population 65+ years, female (%)",Chad,2000,0.19
"Elderly literacy rate, population 65+ years, female (%)",Chad,2004,
"Elderly literacy rate, population 65+ years, male (%)",Lesotho,2000,64.54
"Elderly literacy rate, population 65+ years, male (%)",Lesotho,2009,40.63
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Egypt,2005,0.33
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Egypt,2006,0.36
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Egypt,2010,0.49
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Egypt,2012,0.69
"Elderly literacy rate, population 65+ years, both sexes (%)",Montenegro,2011,93.93
"Elderly literacy rate, population 65+ years, both sexes (%)",Puerto Rico,2010,84.53
"Elderly literacy rate, population 65+ years, female (%)",Costa Rica,2000,83.04
"Elderly literacy rate, population 65+ years, female (%)",Costa Rica,2011,90.49
"Elderly literacy rate, population 65+ years, female (%)",Kyrgyzstan,1999,87.43
"Elderly literacy rate, population 65+ years, female (%)",Kyrgyzstan,2009,90.31
"Elderly literacy rate, population 65+ years, male (%)",Ethiopia,2005,14.64
"Elderly literacy rate, population 65+ years, male (%)",Ethiopia,2007,18.48
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Morocco,2004,0.14
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Liberia,2007,0.16
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Guinea-Bissau,2000,0.36
"Elderly literacy rate, population 65+ years, male (%)",Turkey,2004,75.03
"Elderly literacy rate, population 65+ years, male (%)",Turkey,2005,78.56
"Elderly literacy rate, population 65+ years, male (%)",Turkey,2006,78.46
"Elderly literacy rate, population 65+ years, male (%)",Turkey,2007,79.59
"Elderly literacy rate, population 65+ years, male (%)",Turkey,2009,81.14
"Elderly literacy rate, population 65+ years, male (%)",Turkey,2010,83.43
"Elderly literacy rate, population 65+ years, male (%)",Turkey,2011,87.13
"Elderly literacy rate, population 65+ years, male (%)",Turkey,2012,89.29
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Albania,2001,0.93
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Albania,2008,0.81
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Albania,2011,0.85
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Chile,2002,0.99
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Chile,2008,1.00
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Chile,2009,1.00
"Elderly literacy rate, population 65+ years, male (%)",Cambodia,2004,71.35
"Elderly literacy rate, population 65+ years, male (%)",Cambodia,2008,73.71
"Elderly literacy rate, population 65+ years, male (%)",Cambodia,2009,70.49
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Ukraine,2001,0.98
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",India,2001,0.38
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",India,2006,0.36
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Cuba,2002,1.00
"Elderly literacy rate, population 65+ years, male (%)",Guinea,2003,16.19
"Elderly literacy rate, population 65+ years, male (%)",Guinea,2010,15.46
"Elderly literacy rate, population 65+ years, male (%)",Swaziland,2000,44.30
"Elderly literacy rate, population 65+ years, male (%)",Swaziland,2010,52.87
"Elderly literacy rate, population 65+ years, female (%)",Malawi,2010,12.72
"Elderly literacy rate, population 65+ years, both sexes (%)",Timor-Leste,2010,11.17
"Elderly literacy rate, population 65+ years, female (%)",Aruba,2000,87.57
"Elderly literacy rate, population 65+ years, female (%)",Aruba,2010,87.80
"Elderly literacy rate, population 65+ years, male (%)",Philippines,2000,79.86
"Elderly literacy rate, population 65+ years, male (%)",Philippines,2008,86.98
"Elderly literacy rate, population 65+ years, female (%)",Cabo Verde,2012,20.62
"Elderly literacy rate, population 65+ years, female (%)",Russian Federation,2002,96.93
"Elderly literacy rate, population 65+ years, female (%)",Russian Federation,2010,98.97
"Elderly literacy rate, population 65+ years, both sexes (%)",Israel,2011,91.39
"Elderly literacy rate, population 65+ years, both sexes (%)",Nicaragua,2001,45.97
"Elderly literacy rate, population 65+ years, both sexes (%)",Nicaragua,2005,49.23
"Elderly literacy rate, population 65+ years, female (%)",Uzbekistan,2000,82.93
"Elderly literacy rate, population 65+ years, female (%)",Thailand,2000,59.94
"Elderly literacy rate, population 65+ years, female (%)",Thailand,2005,65.07
"Elderly literacy rate, population 65+ years, male (%)",Pakistan,2005,29.87
"Elderly literacy rate, population 65+ years, male (%)",Pakistan,2006,34.38
"Elderly literacy rate, population 65+ years, male (%)",Pakistan,2008,36.21
"Elderly literacy rate, population 65+ years, male (%)",Pakistan,2009,35.78
"Elderly literacy rate, population 65+ years, male (%)",Pakistan,2010,35.78
"Elderly literacy rate, population 65+ years, male (%)",Pakistan,2011,33.73
"Elderly literacy rate, population 65+ years, female (%)",Brunei Darussalam,2001,19.72
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Zimbabwe,2011,0.48
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Botswana,2003,0.74
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Mali,2006,0.23
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Mali,2010,0.08
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Mali,2011,0.29
"Elderly literacy rate, population 65+ years, both sexes (%)",Suriname,2004,62.93
"Elderly literacy rate, population 65+ years, both sexes (%)",Suriname,2008,72.19
"Elderly literacy rate, population 65+ years, both sexes (%)",Suriname,2010,76.75
"Elderly literacy rate, population 65+ years, female (%)",Jamaica,1999,56.29
"Elderly literacy rate, population 65+ years, male (%)",Rwanda,2000,34.38
"Elderly literacy rate, population 65+ years, male (%)",Rwanda,2010,52.97
"Elderly literacy rate, population 65+ years, female (%)",Niger,2001,1.67
"Elderly literacy rate, population 65+ years, female (%)",Niger,2005,1.66
"Elderly literacy rate, population 65+ years, female (%)",Niger,2012,1.36
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Kenya,2000,0.49
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Kenya,2007,0.43
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Democratic Republic of the Congo,2001,0.14
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Democratic Republic of the Congo,2007,0.39
"Elderly literacy rate, population 65+ years, male (%)",Guinea-Bissau,2000,12.71
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Viet Nam,2000,0.62
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Viet Nam,2009,0.74
"Elderly literacy rate, population 65+ years, gender parity index (GPI)","China, Macao Special Administrative Region",2001,0.50
"Elderly literacy rate, population 65+ years, gender parity index (GPI)","China, Macao Special Administrative Region",2006,0.55
"Elderly literacy rate, population 65+ years, gender parity index (GPI)","China, Macao Special Administrative Region",2011,0.68
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Burundi,2000,0.36
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Burundi,2008,0.60
"Elderly literacy rate, population 65+ years, male (%)",Latvia,2000,99.73
"Elderly literacy rate, population 65+ years, male (%)",Latvia,2011,99.94
"Elderly literacy rate, population 65+ years, female (%)",The former Yugoslav Republic of Macedonia,2002,74.42
"Elderly literacy rate, population 65+ years, male (%)",Egypt,2005,72.25
"Elderly literacy rate, population 65+ years, male (%)",Egypt,2006,38.70
"Elderly literacy rate, population 65+ years, male (%)",Egypt,2010,52.31
"Elderly literacy rate, population 65+ years, male (%)",Egypt,2012,41.13
"Elderly literacy rate, population 65+ years, female (%)",Peru,2004,48.45
"Elderly literacy rate, population 65+ years, female (%)",Peru,2005,50.50
"Elderly literacy rate, population 65+ years, female (%)",Peru,2006,50.68
"Elderly literacy rate, population 65+ years, female (%)",Peru,2007,51.92
"Elderly literacy rate, population 65+ years, female (%)",Peru,2012,63.26
"Elderly literacy rate, population 65+ years, male (%)",Central African Republic,2000,22.84
"Elderly literacy rate, population 65+ years, male (%)",Central African Republic,2010,55.55
"Elderly literacy rate, population 65+ years, both sexes (%)",Iraq,2000,18.59
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Uzbekistan,2000,0.90
"Elderly literacy rate, population 65+ years, both sexes (%)",Ukraine,2001,97.50
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Jamaica,1999,1.16
"Elderly literacy rate, population 65+ years, male (%)",Portugal,2011,87.41
"Elderly literacy rate, population 65+ years, male (%)",Zimbabwe,2011,82.59
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Niger,2001,0.21
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Niger,2005,0.07
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Niger,2012,0.15
"Elderly literacy rate, population 65+ years, female (%)",Benin,2002,3.77
"Elderly literacy rate, population 65+ years, female (%)",Benin,2006,2.08
"Elderly literacy rate, population 65+ years, female (%)",China,2010,62.64
"Elderly literacy rate, population 65+ years, female (%)",Greece,2001,81.12
"Elderly literacy rate, population 65+ years, male (%)",Cameroon,2000,40.67
"Elderly literacy rate, population 65+ years, male (%)",Cameroon,2007,33.83
"Elderly literacy rate, population 65+ years, male (%)",Cameroon,2010,42.44
"Elderly literacy rate, population 65+ years, male (%)",Venezuela (Bolivarian Republic of),2007,80.30
"Elderly literacy rate, population 65+ years, male (%)",Venezuela (Bolivarian Republic of),2009,81.59
"Elderly literacy rate, population 65+ years, male (%)",Democratic People's Republic of Korea,2008,99.99
"Elderly literacy rate, population 65+ years, both sexes (%)",India,2001,35.59
"Elderly literacy rate, population 65+ years, both sexes (%)",India,2006,35.22
"Elderly literacy rate, population 65+ years, male (%)",Kazakhstan,1999,98.73
"Elderly literacy rate, population 65+ years, male (%)",Kazakhstan,2009,99.32
"Elderly literacy rate, population 65+ years, male (%)",Syrian Arab Republic,2002,57.74
"Elderly literacy rate, population 65+ years, male (%)",Syrian Arab Republic,2004,52.95
"Elderly literacy rate, population 65+ years, both sexes (%)",Namibia,2001,54.01
"Elderly literacy rate, population 65+ years, both sexes (%)",Namibia,2007,42.56
"Elderly literacy rate, population 65+ years, both sexes (%)",Malawi,2010,34.63
"Elderly literacy rate, population 65+ years, male (%)",Kuwait,2005,69.26
"Elderly literacy rate, population 65+ years, male (%)",Kuwait,2006,71.61
"Elderly literacy rate, population 65+ years, male (%)",Kuwait,2007,73.64
"Elderly literacy rate, population 65+ years, male (%)",Kuwait,2008,75.49
"Elderly literacy rate, population 65+ years, male (%)",Kuwait,2012,79.22
"Elderly literacy rate, population 65+ years, both sexes (%)",Qatar,2004,40.99
"Elderly literacy rate, population 65+ years, both sexes (%)",Qatar,2007,53.95
"Elderly literacy rate, population 65+ years, both sexes (%)",Qatar,2008,61.88
"Elderly literacy rate, population 65+ years, both sexes (%)",Qatar,2009,56.46
"Elderly literacy rate, population 65+ years, both sexes (%)",Qatar,2010,66.34
"Elderly literacy rate, population 65+ years, both sexes (%)",Qatar,2011,73.71
"Elderly literacy rate, population 65+ years, both sexes (%)",Qatar,2012,84.69
"Elderly literacy rate, population 65+ years, both sexes (%)",Morocco,2004,13.84
"Elderly literacy rate, population 65+ years, female (%)",Mongolia,2000,82.81
"Elderly literacy rate, population 65+ years, female (%)",Mongolia,2010,92.68
"Elderly literacy rate, population 65+ years, both sexes (%)",Lithuania,2001,99.31
"Elderly literacy rate, population 65+ years, both sexes (%)",Lithuania,2011,99.81
"Elderly literacy rate, population 65+ years, both sexes (%)",Zimbabwe,2011,59.01
"Elderly literacy rate, population 65+ years, both sexes (%)",Latvia,2000,99.41
"Elderly literacy rate, population 65+ years, both sexes (%)",Latvia,2011,99.92
"Elderly literacy rate, population 65+ years, female (%)",Bulgaria,2001,95.04
"Elderly literacy rate, population 65+ years, female (%)",Bulgaria,2011,96.75
"Elderly literacy rate, population 65+ years, male (%)",Puerto Rico,2010,85.61
"Elderly literacy rate, population 65+ years, male (%)",Bosnia and Herzegovina,2000,95.28
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Belarus,1999,0.98
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Belarus,2009,0.99
"Elderly literacy rate, population 65+ years, female (%)",Azerbaijan,1999,86.66
"Elderly literacy rate, population 65+ years, female (%)",Azerbaijan,2007,93.88
"Elderly literacy rate, population 65+ years, female (%)",Azerbaijan,2009,97.81
"Elderly literacy rate, population 65+ years, female (%)",Azerbaijan,2010,97.62
"Elderly literacy rate, population 65+ years, female (%)",Azerbaijan,2011,97.80
"Elderly literacy rate, population 65+ years, female (%)",Azerbaijan,2012,97.96
"Elderly literacy rate, population 65+ years, both sexes (%)",Togo,2000,13.80
"Elderly literacy rate, population 65+ years, both sexes (%)",Togo,2006,16.18
"Elderly literacy rate, population 65+ years, both sexes (%)",Togo,2009,18.89
"Elderly literacy rate, population 65+ years, both sexes (%)",Togo,2011,18.34
"Elderly literacy rate, population 65+ years, female (%)",Swaziland,2000,29.72
"Elderly literacy rate, population 65+ years, female (%)",Swaziland,2010,40.07
"Elderly literacy rate, population 65+ years, male (%)",Croatia,2001,97.87
"Elderly literacy rate, population 65+ years, male (%)",Croatia,2011,99.28
"Elderly literacy rate, population 65+ years, female (%)",Cambodia,2004,15.66
"Elderly literacy rate, population 65+ years, female (%)",Cambodia,2008,30.46
"Elderly literacy rate, population 65+ years, female (%)",Cambodia,2009,18.62
"Elderly literacy rate, population 65+ years, both sexes (%)",Liberia,2007,32.81
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Honduras,2001,0.87
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Honduras,2007,0.88
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Honduras,2010,0.93
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Honduras,2011,0.93
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Honduras,2012,0.90
"Elderly literacy rate, population 65+ years, male (%)",Israel,2011,95.03
"Elderly literacy rate, population 65+ years, male (%)",Italy,2001,96.34
"Elderly literacy rate, population 65+ years, both sexes (%)",Senegal,2002,14.30
"Elderly literacy rate, population 65+ years, both sexes (%)",Senegal,2006,18.58
"Elderly literacy rate, population 65+ years, both sexes (%)",Senegal,2009,26.35
"Elderly literacy rate, population 65+ years, both sexes (%)",Senegal,2011,25.09
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",China,2010,0.73
"Elderly literacy rate, population 65+ years, male (%)",Gabon,2012,78.21
"Elderly literacy rate, population 65+ years, male (%)",Romania,2002,96.94
"Elderly literacy rate, population 65+ years, male (%)",Romania,2011,98.55
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Greece,2001,0.86
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Peru,2004,0.63
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Peru,2005,0.64
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Peru,2006,0.62
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Peru,2007,0.63
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Peru,2012,0.71
"Elderly literacy rate, population 65+ years, male (%)",South Africa,2007,64.64
"Elderly literacy rate, population 65+ years, male (%)",South Africa,2009,74.24
"Elderly literacy rate, population 65+ years, male (%)",South Africa,2010,73.92
"Elderly literacy rate, population 65+ years, male (%)",South Africa,2011,73.81
"Elderly literacy rate, population 65+ years, male (%)",South Africa,2012,75.57
"Elderly literacy rate, population 65+ years, male (%)",Maldives,2000,90.50
"Elderly literacy rate, population 65+ years, male (%)",Maldives,2006,92.43
"Elderly literacy rate, population 65+ years, male (%)",Uganda,2002,44.89
"Elderly literacy rate, population 65+ years, male (%)",Uganda,2006,52.58
"Elderly literacy rate, population 65+ years, male (%)",Uganda,2010,55.67
"Elderly literacy rate, population 65+ years, male (%)",Madagascar,2000,60.62
"Elderly literacy rate, population 65+ years, female (%)",Cyprus,2001,75.03
"Elderly literacy rate, population 65+ years, female (%)",Cyprus,2011,90.55
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Panama,2000,1.00
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Panama,2010,1.00
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Sao Tome and Principe,2001,0.33
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Sao Tome and Principe,2008,0.31
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Lebanon,2007,0.60
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Thailand,2000,0.76
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Thailand,2005,0.79
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Oman,2003,0.27
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Oman,2008,0.23
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Oman,2010,0.30
"Elderly literacy rate, population 65+ years, female (%)",United Arab Emirates,2005,28.09
"Elderly literacy rate, population 65+ years, female (%)",Cªte d'Ivoire,2000,3.62
"Elderly literacy rate, population 65+ years, female (%)",Cªte d'Ivoire,2012,13.57
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Kyrgyzstan,1999,0.92
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Kyrgyzstan,2009,0.94
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Aruba,2000,0.97
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Aruba,2010,0.97
"Elderly literacy rate, population 65+ years, gender parity index (GPI)",Cabo Verde,2012,0.39
